data,0,10,7.99062
data,0,10,7.61327
data,0,10,7.63977
data,0,10,7.80273
data,0,10,7.70379
data,0,10,7.67944
data,0,10,7.53882
data,0,10,7.68196
data,1,9,5.60865
data,1,9,5.35149
data,1,9,5.41832
data,1,9,5.42248
data,1,9,5.37418
data,1,9,5.36092
data,1,9,5.38761
data,1,9,5.42014
data,2,8,4.47367
data,2,8,4.53601
data,2,8,4.5218
data,2,8,4.65495
data,2,8,4.48415
data,2,8,4.50476
data,2,8,4.48024
data,2,8,4.50296
data,3,7,4.34267
data,3,7,4.36251
data,3,7,4.41497
data,3,7,4.34084
data,3,7,4.30489
data,3,7,4.36358
data,3,7,4.35222
data,3,7,4.31115
data,4,6,4.27176
data,4,6,4.37374
data,4,6,4.31648
data,4,6,4.31755
data,4,6,4.31167
data,4,6,4.20774
data,4,6,4.30123
data,4,6,4.26162
data,5,5,4.28212
data,5,5,4.32512
data,5,5,4.26638
data,5,5,4.30998
data,5,5,4.30065
data,5,5,4.27173
data,5,5,4.32419
data,5,5,4.28315
data,6,4,4.38683
data,6,4,4.43214
data,6,4,4.40667
data,6,4,4.37233
data,6,4,4.45151
data,6,4,4.33284
data,6,4,4.42407
data,6,4,4.38209
data,7,3,4.51579
data,7,3,4.53512
data,7,3,4.52535
data,7,3,4.47334
data,7,3,4.46473
data,7,3,4.45183
data,7,3,4.5527
data,7,3,4.50907
data,8,2,4.51173
data,8,2,4.56168
data,8,2,4.49294
data,8,2,4.5104
data,8,2,4.59388
data,8,2,4.59253
data,8,2,4.54036
data,8,2,4.44572
data,9,1,4.63029
data,9,1,4.58962
data,9,1,4.65729
data,9,1,4.65732
data,9,1,4.58801
data,9,1,4.66427
data,9,1,4.61975
data,9,1,4.56719
data,10,0,4.45046
data,10,0,4.4541
data,10,0,4.46014
data,10,0,4.46175
data,10,0,4.46239
data,10,0,4.45851
data,10,0,4.49735
data,10,0,4.45765
