data,0,10,9.14119
data,0,10,9.28973
data,0,10,8.8881
data,0,10,8.86994
data,0,10,8.94392
data,0,10,9.03705
data,0,10,9.2232
data,0,10,8.89471
data,1,9,5.92419
data,1,9,5.94138
data,1,9,5.92114
data,1,9,5.95997
data,1,9,5.93266
data,1,9,5.92783
data,1,9,5.96959
data,1,9,5.91805
data,2,8,5.03387
data,2,8,5.09314
data,2,8,5.03443
data,2,8,5.03033
data,2,8,4.97338
data,2,8,4.9515
data,2,8,5.0105
data,2,8,5.00016
data,3,7,4.80834
data,3,7,4.84914
data,3,7,4.86563
data,3,7,4.84299
data,3,7,4.80826
data,3,7,4.85471
data,3,7,4.85559
data,3,7,4.87715
data,4,6,4.66548
data,4,6,4.6943
data,4,6,4.63342
data,4,6,4.69598
data,4,6,4.64248
data,4,6,4.65244
data,4,6,4.6899
data,4,6,4.63796
data,5,5,4.73431
data,5,5,4.62011
data,5,5,4.67222
data,5,5,4.66141
data,5,5,4.62902
data,5,5,4.68693
data,5,5,4.64949
data,5,5,4.68764
data,6,4,4.6776
data,6,4,4.69804
data,6,4,4.70887
data,6,4,4.67103
data,6,4,4.71259
data,6,4,4.64318
data,6,4,4.72909
data,6,4,4.67576
data,7,3,4.75137
data,7,3,4.66417
data,7,3,4.75129
data,7,3,4.65767
data,7,3,4.71869
data,7,3,4.67179
data,7,3,4.66825
data,7,3,4.73735
data,8,2,4.60591
data,8,2,4.68462
data,8,2,4.65099
data,8,2,4.65977
data,8,2,4.68884
data,8,2,4.6139
data,8,2,4.70536
data,8,2,4.67561
data,9,1,4.61143
data,9,1,4.67588
data,9,1,4.58234
data,9,1,4.59831
data,9,1,4.61528
data,9,1,4.67866
data,9,1,4.61602
data,9,1,4.59729
data,10,0,4.55667
data,10,0,4.56927
data,10,0,4.5296
data,10,0,4.51262
data,10,0,4.51216
data,10,0,4.49523
data,10,0,4.49103
data,10,0,4.4849
